industry,organization_size,cloud_environment,endpoint_protection_type,region,data_sensitivity_level,employee_count,annual_revenue_inr,exposed_assets,internet_facing_assets,critical_vulnerabilities,high_vulnerabilities,average_patch_delay_days,mfa_coverage_percent,edr_coverage_percent,backup_success_rate_percent,immutable_backup_enabled,network_segmentation_score,phishing_failure_rate_percent,security_awareness_training_score,mean_time_to_detect_hours,mean_time_to_respond_hours,previous_security_incidents,third_party_vendor_risk_score,cloud_security_posture_score,privileged_accounts_count,encryption_coverage_percent,security_budget_inr,ransomware_incident,phishing_incident,data_breach_incident,ddos_incident,ransomware_impact_inr,phishing_impact_inr,data_breach_impact_inr,ddos_impact_inr
SaaS & Cloud Provider,Enterprise (1000-5000),GCP Native,CrowdStrike Falcon,North America,High (PII + Financial KYC),533,1441636209.77,1111,274,2,13,30.8,61.1,85.2,77.1,0,0.3,14.4,0.51,20.9,40.2,0,0.6,0.35,173,82.4,62867558.55,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,European Union (GDPR),Low (Public Data),550,1285240526.91,557,140,3,13,13.9,89.3,69.6,77.6,1,0.6,3.5,0.4,81.1,23.5,0,0.42,0.62,169,58.0,38532283.91,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Small (50-250),GCP Native,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),8023,18176049142.59,692,69,3,12,39.2,63.0,83.2,67.9,1,0.7,16.8,0.97,39.2,147.8,1,0.75,0.86,135,91.3,456977918.86,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,Low (Public Data),213,424065226.6,820,187,8,10,68.2,49.0,63.1,96.8,1,0.27,14.7,0.6,20.1,5.2,1,0.23,0.55,61,65.1,18051533.67,0,0,1,0,0.0,0.0,4562318.1,0.0
Healthcare,Large Enterprise (5000+),On-Premises Legacy,SentinelOne,North America,High (PII + Financial KYC),196,423721544.67,836,194,4,13,11.9,69.7,80.6,81.9,1,0.76,27.7,0.76,56.8,4.3,2,0.31,0.94,109,64.8,10684462.02,0,0,0,1,0.0,0.0,0.0,1373775.99
Critical Infrastructure,Mid-Market (250-1000),AWS Multi-Account,CrowdStrike Falcon,APAC,High (PII + Financial KYC),536,1338226876.83,1084,209,3,12,68.6,55.4,68.3,78.3,1,0.66,5.9,0.83,23.2,12.3,0,0.66,0.42,130,58.7,41275550.74,0,0,0,1,0.0,0.0,0.0,5872643.61
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,SentinelOne,APAC,High (PII + Financial KYC),515,1027588668.06,1243,417,4,9,4.3,59.1,95.3,98.6,0,0.7,28.0,0.52,45.6,239.0,1,0.62,0.33,165,58.8,40070595.52,0,0,0,1,0.0,0.0,0.0,3628136.51
E-Commerce & Retail,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),8036,24635715495.31,987,81,4,13,103.4,58.7,95.2,74.5,1,0.32,25.8,0.79,23.3,96.3,0,0.47,0.33,63,75.5,921858892.15,0,0,1,0,0.0,0.0,283625294.78,0.0
Banking & Financial Services,Enterprise (1000-5000),Multi-Cloud Enterprise,None,India (BFSI Regulated),Moderate (Internal Confidential),2022,5900338515.92,882,151,4,9,25.1,60.4,75.8,61.3,1,0.4,13.7,0.47,10.4,31.4,0,0.8,0.71,21,68.3,246975657.34,0,0,1,1,0.0,0.0,52491433.77,28136251.52
E-Commerce & Retail,Small (50-250),Azure Hybrid,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),2023,4124111538.47,1418,446,3,19,42.1,69.4,86.8,69.1,0,0.43,23.1,0.46,32.1,28.6,2,0.18,0.55,118,70.2,107323130.95,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),On-Premises Legacy,CrowdStrike Falcon,APAC,Moderate (Internal Confidential),191,323720232.3,1449,240,5,20,40.7,47.5,85.1,89.5,0,0.31,19.9,0.58,12.8,10.5,2,0.22,0.72,158,69.1,6836520.42,0,1,1,0,0.0,2206690.4,3797479.95,0.0
Banking & Financial Services,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),2094,3141754003.26,1277,226,2,14,24.7,55.2,83.1,66.2,1,0.62,9.8,0.59,5.4,48.7,1,0.17,0.91,49,83.6,88084544.55,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,Legacy Antivirus,India (BFSI Regulated),Moderate (Internal Confidential),212,571008793.41,261,65,4,8,12.2,77.3,97.6,66.2,0,0.26,31.9,0.5,10.0,149.0,1,0.58,0.76,232,54.1,20262992.72,0,1,0,1,0.0,3406860.14,0.0,2968688.98
E-Commerce & Retail,Enterprise (1000-5000),Azure Hybrid,SentinelOne,India (BFSI Regulated),Moderate (Internal Confidential),190,365318223.65,962,240,2,7,30.2,84.6,92.4,78.0,1,0.39,9.1,0.67,7.9,20.7,1,0.23,0.83,72,65.0,8352543.17,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,North America,Critical (Cardholder / UPI Core),223,340111781.67,1382,78,4,20,32.7,54.4,85.2,77.9,0,0.77,7.4,0.76,10.4,26.1,0,0.74,0.46,195,97.0,12016063.55,0,0,0,1,0.0,0.0,0.0,1405408.01
E-Commerce & Retail,Small (50-250),On-Premises Legacy,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),7990,17723182624.06,39,7,5,18,27.5,55.5,49.3,78.2,0,0.38,16.1,0.94,59.8,89.1,0,0.54,0.49,21,73.6,356085992.98,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,India (BFSI Regulated),Moderate (Internal Confidential),556,1903742290.1,913,136,1,7,22.2,68.2,64.2,68.7,0,0.35,26.8,0.81,12.6,72.2,1,0.27,0.6,158,56.4,85345008.7,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,None,India (BFSI Regulated),High (PII + Financial KYC),2099,6044879906.43,1214,289,2,14,14.8,97.9,63.5,66.7,1,0.31,10.1,0.7,32.3,36.7,2,0.62,0.32,39,74.6,190101048.28,0,0,0,1,0.0,0.0,0.0,26906573.53
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,Legacy Antivirus,India (BFSI Regulated),High (PII + Financial KYC),8012,25762805575.63,1259,272,3,7,38.6,72.5,72.7,90.4,0,0.66,30.7,0.71,22.0,27.1,2,0.65,0.6,238,91.0,446433239.38,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Azure Hybrid,None,North America,Moderate (Internal Confidential),2081,3723904126.96,860,210,2,12,52.2,88.0,91.3,83.9,1,0.54,21.5,0.73,23.0,34.2,1,0.81,0.78,62,67.7,69052748.53,0,0,0,1,0.0,0.0,0.0,13343040.75
Banking & Financial Services,Enterprise (1000-5000),Azure Hybrid,Legacy Antivirus,North America,Low (Public Data),8097,13332328375.91,763,187,5,8,8.4,94.2,81.3,72.7,1,0.36,9.1,0.57,17.8,39.6,0,0.26,0.55,116,76.6,436092232.68,0,0,0,1,0.0,0.0,0.0,59237070.82
Banking & Financial Services,Enterprise (1000-5000),GCP Native,Legacy Antivirus,APAC,Low (Public Data),2091,3184717471.0,1059,133,5,13,16.6,77.6,86.7,67.8,0,0.35,20.4,0.83,10.8,34.0,0,0.34,0.72,45,94.8,100803404.49,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),AWS Multi-Account,CrowdStrike Falcon,European Union (GDPR),Critical (Cardholder / UPI Core),2045,6976158766.18,1326,164,3,13,43.4,70.6,47.3,94.7,1,0.94,10.4,0.78,31.2,43.6,1,0.21,0.46,216,77.2,191223313.7,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),AWS Multi-Account,SentinelOne,APAC,Critical (Cardholder / UPI Core),589,1237138822.25,320,51,7,11,33.1,85.1,47.9,65.4,0,0.25,9.5,0.68,17.9,86.5,2,0.65,0.65,117,82.2,41037647.17,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Azure Hybrid,SentinelOne,European Union (GDPR),Low (Public Data),2099,5077501747.95,184,22,0,15,42.4,58.8,95.1,83.1,1,0.76,7.9,0.52,46.7,80.5,0,0.84,0.64,136,51.1,91088265.18,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),GCP Native,None,European Union (GDPR),Critical (Cardholder / UPI Core),8002,18316956072.12,800,203,7,16,12.2,97.4,56.3,84.1,1,0.89,21.8,0.89,11.4,65.8,0,0.29,0.6,240,89.4,342181390.72,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,European Union (GDPR),Critical (Cardholder / UPI Core),2093,6197192731.55,1301,300,3,16,14.9,68.0,87.9,93.8,1,0.53,3.3,0.51,32.7,60.6,1,0.78,0.73,77,90.7,147112439.06,0,0,0,1,0.0,0.0,0.0,28478500.37
Healthcare,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,APAC,Low (Public Data),528,1119322915.34,372,42,3,8,39.4,94.8,74.6,62.2,1,0.56,33.5,0.51,46.4,109.8,2,0.7,0.87,20,79.2,44469521.43,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),1999,5139240624.69,1130,356,1,13,10.9,84.8,63.9,72.2,0,0.84,3.9,0.48,5.7,44.1,1,0.26,0.86,124,54.5,114016695.39,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),GCP Native,SentinelOne,North America,High (PII + Financial KYC),8093,28253994540.57,1040,195,3,6,30.5,52.5,86.2,98.2,0,0.21,32.8,0.98,17.2,36.2,1,0.62,0.33,53,97.8,1048952109.65,0,0,0,1,0.0,0.0,0.0,133778529.66
Banking & Financial Services,Large Enterprise (5000+),GCP Native,CrowdStrike Falcon,North America,Moderate (Internal Confidential),2094,5000738153.03,890,78,5,8,40.7,53.0,97.1,82.5,0,0.34,13.6,0.54,14.4,8.7,2,0.24,0.34,144,83.5,161806172.08,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),573,1491257185.64,778,88,4,14,14.1,60.6,59.0,76.5,0,0.74,21.2,0.89,28.4,26.5,0,0.42,0.37,192,71.7,37672628.85,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),On-Premises Legacy,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),494,1237497725.56,897,190,2,10,27.3,62.0,64.0,72.5,0,0.59,19.0,0.42,12.8,12.2,1,0.69,0.89,249,92.9,23239973.23,0,1,0,0,0.0,10242998.5,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),545,1692972912.37,772,116,4,14,44.9,40.9,60.8,65.9,1,0.93,12.8,0.81,55.1,25.4,1,0.81,0.35,213,70.0,62379555.27,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,European Union (GDPR),Critical (Cardholder / UPI Core),509,1035142767.81,885,270,4,15,65.5,90.5,79.8,67.4,0,0.36,13.0,0.42,10.8,31.1,0,0.65,0.68,221,81.5,29034269.6,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,North America,Low (Public Data),218,401310975.04,1052,208,3,9,16.7,54.2,84.1,90.8,0,0.86,7.3,0.76,8.0,72.3,0,0.31,0.71,210,61.0,13338457.59,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),AWS Multi-Account,Legacy Antivirus,North America,High (PII + Financial KYC),483,1452953990.88,1340,434,4,13,15.7,88.7,70.8,69.6,1,0.95,13.8,0.55,6.3,14.3,1,0.7,0.69,203,93.8,41219303.36,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),AWS Multi-Account,SentinelOne,APAC,Critical (Cardholder / UPI Core),2043,4762715909.5,1260,101,2,11,30.4,68.5,56.6,68.7,0,0.2,23.3,0.44,10.4,62.6,0,0.55,0.78,152,75.9,170080468.67,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Large Enterprise (5000+),GCP Native,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),2044,6801311924.7,247,61,8,10,17.6,74.9,62.3,72.6,0,0.42,21.9,0.56,9.4,30.8,0,0.46,0.53,22,61.6,113388881.07,0,0,0,1,0.0,0.0,0.0,16650442.94
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,SentinelOne,North America,Moderate (Internal Confidential),1987,5540389001.74,1075,339,2,9,4.2,71.7,85.4,89.9,1,0.94,30.3,0.47,20.2,15.0,1,0.3,0.77,31,54.2,91209220.87,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Multi-Cloud Enterprise,SentinelOne,India (BFSI Regulated),Moderate (Internal Confidential),2031,5338861719.77,450,62,1,14,31.5,95.7,92.7,76.6,1,0.87,10.2,0.53,8.3,5.2,3,0.67,0.74,196,94.0,122183980.82,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,North America,Critical (Cardholder / UPI Core),143,234650717.68,808,73,6,19,33.2,64.7,72.4,61.1,0,0.27,8.2,0.8,11.0,30.5,1,0.45,0.4,39,59.7,9154421.31,0,0,0,1,0.0,0.0,0.0,894955.6
Banking & Financial Services,Large Enterprise (5000+),GCP Native,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),187,553674052.52,189,35,6,17,133.7,62.9,58.4,80.3,1,0.39,28.7,0.88,30.8,35.0,2,0.35,0.62,211,98.5,15391820.55,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),Moderate (Internal Confidential),140,402091302.34,1274,431,3,16,23.6,76.3,80.9,71.0,1,0.67,28.8,0.65,25.7,32.8,1,0.25,0.83,42,57.0,17816348.26,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),2038,5665933164.21,89,21,6,10,5.6,62.5,79.5,78.1,0,0.39,26.3,0.64,13.3,63.3,0,0.59,0.62,237,72.6,217678740.24,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),Azure Hybrid,SentinelOne,India (BFSI Regulated),High (PII + Financial KYC),8003,16292659834.27,1154,280,3,12,36.1,75.8,94.1,94.9,0,0.49,7.5,0.67,9.0,67.6,0,0.57,0.63,71,76.0,543533883.94,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,European Union (GDPR),Critical (Cardholder / UPI Core),8067,27375192215.9,1132,284,2,8,26.6,73.8,60.4,67.8,1,0.39,31.7,0.67,31.6,75.0,1,0.83,0.93,225,62.1,621964201.9,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Small (50-250),AWS Multi-Account,CrowdStrike Falcon,European Union (GDPR),Critical (Cardholder / UPI Core),2011,4310196920.93,21,1,2,16,25.3,85.7,89.1,73.4,0,0.42,15.7,0.54,2.4,26.2,1,0.65,0.46,148,98.7,98786186.45,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),On-Premises Legacy,None,India (BFSI Regulated),Low (Public Data),568,1024934366.87,1099,201,4,15,11.3,98.4,81.2,97.3,1,0.46,14.4,0.97,68.4,20.2,1,0.52,0.76,78,78.3,25839956.48,0,0,1,0,0.0,0.0,13942017.31,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,North America,Moderate (Internal Confidential),525,1824061212.68,689,50,2,10,46.2,97.7,90.4,90.5,1,0.59,7.7,0.79,8.4,29.4,1,0.39,0.71,112,78.0,73729617.82,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,SentinelOne,European Union (GDPR),Moderate (Internal Confidential),2007,6005932564.4,290,41,3,10,12.2,47.3,50.6,70.8,0,0.78,8.7,0.85,18.0,39.1,1,0.65,0.93,202,92.8,233983231.8,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Multi-Cloud Enterprise,CrowdStrike Falcon,India (BFSI Regulated),Low (Public Data),495,1153139013.5,1317,390,1,6,49.6,66.7,89.7,64.2,1,0.61,6.1,0.66,55.2,36.7,0,0.37,0.67,102,78.5,42727009.78,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),GCP Native,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),521,1756724920.99,563,138,2,9,92.6,64.9,70.8,96.9,1,0.38,20.1,0.84,5.8,27.2,2,0.34,0.37,82,73.4,54023954.0,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,Low (Public Data),8082,13595821239.26,289,100,3,12,21.2,51.2,86.8,65.7,0,0.69,15.1,0.8,10.7,18.2,1,0.71,0.94,151,73.3,354721382.04,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),Azure Hybrid,CrowdStrike Falcon,North America,High (PII + Financial KYC),1995,3342268253.54,209,21,6,11,68.8,83.9,58.1,74.4,0,0.82,7.8,0.88,11.7,9.4,1,0.35,0.46,238,85.0,123912149.57,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),229,656062566.53,741,125,4,13,18.8,97.1,63.8,73.1,1,0.69,24.7,0.43,27.8,153.5,0,0.25,0.49,66,67.1,16388386.96,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Small (50-250),GCP Native,CrowdStrike Falcon,APAC,Moderate (Internal Confidential),7991,14830849277.19,1351,395,5,14,45.1,49.0,67.4,64.6,0,0.8,13.4,0.43,15.3,21.2,2,0.28,0.56,87,75.0,567626297.66,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),2055,6851943407.44,41,4,3,11,35.6,56.1,74.7,64.0,1,0.54,24.6,0.73,32.8,16.6,0,0.53,0.81,198,65.8,133969536.31,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Azure Hybrid,SentinelOne,North America,High (PII + Financial KYC),2041,6491846149.49,33,3,3,14,16.9,90.4,72.6,71.2,0,0.89,28.6,0.62,6.9,87.7,0,0.71,0.3,91,93.8,219214789.72,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,APAC,High (PII + Financial KYC),8013,16929341133.45,587,104,6,11,23.6,58.0,57.8,74.5,1,0.66,23.1,0.87,17.4,30.1,2,0.31,0.85,60,60.1,303899494.26,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),GCP Native,Legacy Antivirus,North America,High (PII + Financial KYC),517,1694560128.07,1476,243,6,13,11.7,66.0,93.8,98.3,0,0.73,3.3,0.5,18.9,37.9,0,0.57,0.93,87,78.2,53716731.59,0,0,0,1,0.0,0.0,0.0,9862055.24
E-Commerce & Retail,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,APAC,High (PII + Financial KYC),563,892791535.57,594,204,6,15,10.9,83.7,96.0,81.2,0,0.28,12.1,0.55,7.9,63.0,1,0.17,0.78,89,65.7,16033055.55,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),GCP Native,CrowdStrike Falcon,North America,High (PII + Financial KYC),8026,20845734812.14,1443,269,4,20,21.0,47.4,57.8,95.9,1,0.67,3.8,0.64,20.3,69.8,0,0.47,0.31,89,77.1,873128114.46,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),Multi-Cloud Enterprise,SentinelOne,European Union (GDPR),Critical (Cardholder / UPI Core),2058,6937776376.59,611,188,4,9,65.0,71.1,66.1,65.1,0,0.22,14.4,0.92,31.8,48.6,1,0.23,0.92,203,75.5,188029539.39,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),Low (Public Data),151,484825659.64,571,180,6,15,23.4,46.5,88.5,69.4,0,0.32,29.9,0.48,30.3,33.7,1,0.84,0.31,118,72.7,16496708.55,0,0,1,0,0.0,0.0,4620381.1,0.0
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),Moderate (Internal Confidential),2059,4554809947.41,825,80,1,16,28.2,58.0,87.3,66.4,0,0.72,28.9,0.85,12.3,82.4,0,0.45,0.74,61,72.1,115021137.86,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,APAC,Moderate (Internal Confidential),217,404865768.89,933,246,2,13,46.7,54.0,97.6,74.8,0,0.71,8.2,0.97,6.5,30.5,1,0.28,0.3,12,71.6,12674035.3,0,0,0,1,0.0,0.0,0.0,1850085.67
Healthcare,Small (50-250),GCP Native,SentinelOne,India (BFSI Regulated),Low (Public Data),132,253582715.34,298,39,4,9,2.0,83.1,96.2,96.2,0,0.57,24.6,0.84,4.7,29.4,2,0.68,0.5,83,70.1,9277303.49,0,0,0,1,0.0,0.0,0.0,760385.17
Healthcare,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),1980,5007451197.19,787,61,3,12,26.0,48.9,92.3,71.6,1,0.69,31.1,0.72,23.0,19.9,1,0.29,0.79,193,57.0,126466836.77,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Multi-Cloud Enterprise,CrowdStrike Falcon,North America,High (PII + Financial KYC),2032,5473285243.75,1153,360,4,15,93.3,79.1,76.7,83.5,0,0.81,30.7,0.72,21.3,48.2,1,0.16,0.91,169,95.5,117007406.54,0,0,0,1,0.0,0.0,0.0,25721010.02
Healthcare,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),2043,3198579297.72,67,9,5,12,12.2,74.0,63.2,96.2,0,0.83,28.7,0.5,16.4,24.5,0,0.42,0.32,12,97.9,114561487.0,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,SentinelOne,India (BFSI Regulated),Low (Public Data),173,402588839.5,763,117,2,13,18.4,79.9,73.2,79.9,0,0.87,10.7,0.65,27.1,72.4,0,0.58,0.84,134,72.7,7591612.25,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),Azure Hybrid,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),526,1662567245.66,1125,165,5,14,15.7,91.7,86.6,80.8,0,0.87,34.2,0.71,8.7,4.3,1,0.35,0.61,67,71.8,66061946.81,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Multi-Cloud Enterprise,CrowdStrike Falcon,India (BFSI Regulated),Moderate (Internal Confidential),244,582832527.72,705,77,3,10,39.1,71.5,50.6,81.8,0,0.62,26.0,0.69,1.9,15.2,1,0.45,0.68,42,69.7,18468747.78,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,North America,Critical (Cardholder / UPI Core),167,307004580.58,644,116,2,16,17.5,82.5,83.0,71.1,1,0.46,25.2,0.46,21.9,129.6,1,0.36,0.57,9,60.7,5933606.05,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,India (BFSI Regulated),Low (Public Data),192,654666352.52,1321,235,4,12,39.2,87.5,93.4,76.5,0,0.2,32.4,0.49,51.8,10.8,1,0.77,0.52,145,53.7,18974730.07,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),Azure Hybrid,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),8094,16451468440.33,400,69,2,13,42.2,81.0,56.4,93.5,0,0.9,14.0,0.55,3.1,12.8,0,0.32,0.42,20,51.1,422761625.11,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),AWS Multi-Account,SentinelOne,North America,Moderate (Internal Confidential),560,1734239657.51,329,106,2,9,23.1,58.8,88.8,75.8,1,0.35,17.4,0.7,9.1,85.7,0,0.24,0.53,192,77.6,34201236.26,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),170,320890016.56,571,86,1,13,21.1,96.7,93.1,76.5,1,0.82,16.9,0.49,40.4,12.8,1,0.41,0.88,130,84.7,5187805.43,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),150,351951818.77,561,33,0,14,35.0,43.6,48.6,64.6,0,0.39,6.7,0.56,205.6,12.0,0,0.38,0.36,10,54.5,10002461.54,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,Legacy Antivirus,North America,Critical (Cardholder / UPI Core),8024,19906300918.31,786,81,1,13,24.0,62.0,96.7,78.3,0,0.44,12.2,0.6,8.9,42.5,1,0.56,0.93,25,73.9,687679520.38,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,APAC,Low (Public Data),240,600304942.06,1283,341,6,9,67.4,88.5,72.1,63.3,0,0.35,25.5,0.79,7.7,170.3,2,0.67,0.39,176,58.3,24996769.04,0,0,1,0,0.0,0.0,10057725.46,0.0
E-Commerce & Retail,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,India (BFSI Regulated),Critical (Cardholder / UPI Core),591,1496972112.1,1226,278,2,11,26.3,60.6,69.7,70.6,0,0.78,4.3,0.59,37.8,52.5,0,0.74,0.33,18,57.6,37408708.63,0,0,0,0,0.0,0.0,0.0,0.0
